title,price,location,full_address,bedrooms,bathrooms,property_type,project_name,offer_type,construction_year,parking_spaces,ownership_type,floor_area,floor,condition,project_link,publish_date,publish_by,latitude,longitude
"4 Bedrooms For Sale in The Albany, Taguig City","₱ 180,000,000","Taguig, Metro Manila","The Albany, Taguig, Metro Manila, Metro Manila, Philippines",4 bedrooms,4 bathrooms,Penthouse,The Albany,For Sale,2025,4,Leasehold,349 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-albany/,24 Jul 2025,Eva Marzan,14.5375532,121.0430624
1BR Condo for Sale in Makati - The Columns Ayala Avenue Fully Furnished 67 SQ.M Spacious One Bedroom Unit,"₱ 12,000,000","Bangkal, Makati","The Columns, Bangkal, Makati, Metro Manila, Philippines",1 bedroom,2 bathrooms,Condo,The Columns,For Sale,,1,,67 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-e522e1325cf7-3d0c-6166e543-a50c-43e4,24 Jul 2025,Angelique Toreja-Lotuaco,14.5617318,121.0162631
Ready for occupancy 2BR with balcony Allegra Garden Place Pasig City,"₱ 8,500,000","Bagong Ilog, Pasig","Allegra Garden Place, Bagong Ilog, Pasig, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Allegra Garden Place,For Sale,,1,Freehold,57 sqm,22,Unfurnished,https://www.lamudi.com.ph/projects/allegra-garden-place/,24 Jul 2025,Wilver  Madarang,14.5636026,121.0668704
"Shang Residences at Wack Wack, Brand New 2-Bedroom Unit for Sale, Mandaluyong City","₱ 42,600,000","Wack-Wack Greenhills, Mandaluyong","Shang Residences at Wack Wack, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Shang Residences at Wack Wack,For Sale,,1,,142 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/shang-residences-at-wack-wack/,24 Jul 2025,Skye Properties - RE/MAX 8,14.58727,121.0484996
VERVE RESIDENCES TOWER 1 2 BEDROOM BGC,"₱ 29,000,000","Fort Bonifacio, Taguig","Verve Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Verve Residences,For Sale,,1,,98 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/verve-residences/,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.5485374,121.0492615
VERVE RESIDENCES 2 BEDROOM GARDEN UNIT BGC,"₱ 38,500,000","Fort Bonifacio, Taguig","Verve Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Verve Residences,For Sale,,1,,113 sqm,5,Unfurnished,https://www.lamudi.com.ph/projects/verve-residences/,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.5485374,121.0492615
THE SUITES BGC SKY SUITE 4 BEDROOMS,"₱ 255,000,000","Pinagsama, Taguig","The Suites at One Bonifacio High Street, Pinagsama, Taguig, Metro Manila, Philippines",4 bedrooms,4 bathrooms,Condo,The Suites at One Bonifacio High Street,For Sale,,3,,227 sqm,58,Unfurnished,https://www.lamudi.com.ph/projects/the-suites-at-one-bonifacio-high-street/,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.5513384,121.0457759
BGC : 8 FORBESTOWN 2 Bedroom with 1 Parking facing Golf Course Views,"₱ 29,000,000","Fort Bonifacio, Taguig","8 Forbestown Road, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,8 Forbestown Road,For Sale,2016,1,,100 sqm,8,Fully furnished,https://www.lamudi.com.ph/projects/8-forbestown-road/,23 Jul 2025,Valerie Mae San Antonio,14.5506661,121.0440159
PACIFIC PLAZA TOWERS SOUTH 3 BEDROOM BGC,"₱ 105,000,000","Fort Bonifacio, Taguig","Pacific Plaza Towers, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Pacific Plaza Towers,For Sale,,2,,299 sqm,29,Unfurnished,https://www.lamudi.com.ph/projects/pacific-plaza-towers/,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.547678,121.045056
PACIFIC PLAZA TOWER BGC 3 BEDROOM,"₱ 120,000,000","Fort Bonifacio, Taguig","Pacific Plaza Tower, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Pacific Plaza Tower,For Sale,,3,,296 sqm,52,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-37ba9a14151a-2b5a-7697c929-b61a-1235,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.5473177,121.0449463
BGC / ICON RESIDENCES 3 Bedroom with 1 Parking facing Golf Course Views,"₱ 24,000,000","Fort Bonifacio, Taguig","The Icon Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,The Icon Residences,For Sale,,1,,122 sqm,17,Unfurnished,https://www.lamudi.com.ph/projects/the-icon-residences/,23 Jul 2025,Valerie Mae San Antonio,14.5494583,121.0442258
Rent to Own Studio Condo For Sale in St. Mark McKinley Hill near Venice Mall,"₱ 9,450,000","Pinagsama, Taguig","St. Mark Residences, Pinagsama, Taguig, Metro Manila, Philippines",,1 bathroom,Condo,St. Mark Residences,For Sale,,1,Freehold,41 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/st-mark-residences/,23 Jul 2025,Megaworld RFO Premier by DJ Venturina,14.5342581,121.0502889
Rent to own 1 Bedroom Condo for sale in St. Mark McKinley Hill,"₱ 15,650,000","Pinagsama, Taguig","St. Mark Residences, Pinagsama, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,St. Mark Residences,For Sale,,1,Freehold,66 sqm,11,Partly furnished,https://www.lamudi.com.ph/projects/st-mark-residences/,23 Jul 2025,Megaworld RFO Premier by DJ Venturina,14.5342581,121.0502889
Rent to Own 2 Bedroom Penthouse Loft Condo For Sale in St. Mark McKinley Hill,"₱ 37,900,000","Pinagsama, Taguig","St. Mark Residences, Pinagsama, Taguig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Penthouse,St. Mark Residences,For Sale,,1,Freehold,135 sqm,23,Partly furnished,https://www.lamudi.com.ph/projects/st-mark-residences/,23 Jul 2025,Megaworld RFO Premier by DJ Venturina,14.5342581,121.0502889
ONE ROXAS TRIANGLE 3 BEDROOM MANILA UNIT,"₱ 145,000,000","Urdaneta, Makati","One Roxas Triangle, Urdaneta, Makati, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,One Roxas Triangle,For Sale,,3,,309 sqm,11,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-fe193415beec-f46a-6b8934d0-a14c-4e76,23 Jul 2025,Patrice Trijo - Wealth Property Consultants,14.5599207,121.0286049
Ready for Occupancy and Pre-selling condo near BGC | Allegra Garden Place | DMCI Homes,"₱ 16,331","Bagong Ilog, Pasig","Allegra Garden Place, Bagong Ilog, Pasig, Metro Manila, Philippines",,1 bathroom,Condo,Allegra Garden Place,For Sale,2025,,,30 sqm,15,Unfurnished,https://www.lamudi.com.ph/projects/allegra-garden-place/,23 Jul 2025,DMCI HOMES,14.5636026,121.0668704
Rush Sale! BGC / ICON PLAZA  Studio Unit with Unobstructed Views,"₱ 7,500,000","Fort Bonifacio, Taguig","Icon Plaza, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Studio,Icon Plaza,For Sale,,,Freehold,37 sqm,12,Fully furnished,https://www.lamudi.com.ph/projects/icon-plaza/,23 Jul 2025,Valerie Mae San Antonio,14.548228,121.0477985
Rent to Own 3 Bedroom Condo For Sale in Uptown Parksuites BGC,"₱ 30,240,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,4 bathrooms,Condo,Uptown Parksuites,For Sale,,1,Freehold,95 sqm,27,Partly furnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,23 Jul 2025,Megaworld RFO Premier by DJ Venturina,14.5583103,121.0532179
"PRE-SELLING AND RFO 2BR CONDOS IN TAGUIG | ACACIA ESTATES, DMCI HOMES | NEAR BGC, ARCA SOUTH","₱ 29,521","Taguig, Metro Manila","Alder Residences, Taguig, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Alder Residences,For Sale,2025,,,64 sqm,10,Unfurnished,https://www.lamudi.com.ph/projects/alder-residences/,23 Jul 2025,DMCI HOMES,14.5209417,121.0687402
For Sale Furnished One Bedroom Condo Unit in Proscenium Rockwell Makati,"₱ 24,000,000","Guadalupe Viejo, Makati","Proscenium at Rockwell, Guadalupe Viejo, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Proscenium at Rockwell,For Sale,,1,Freehold,63 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/proscenium-at-rockwell-1/,23 Jul 2025,Shiera Lining,14.5661112,121.0387092
3BR FULLYFURNISHED UNIT WITH PARKING IN FLAIR TOWERS,"₱ 9,800,000","Highway Hills, Mandaluyong","Flair Towers, Highway Hills, Mandaluyong, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Flair Towers,For Sale,,1,,81 sqm,,,https://www.lamudi.com.ph/projects/flair-towers/,23 Jul 2025,Nemie N. Repana,14.5751783,121.0516097
For Sale One Bedroom Condo Unit in One Rockwell Makati,"₱ 18,200,000","Makati, Metro Manila","One Rockwell East Tower, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,One Rockwell East Tower,For Sale,,1,Freehold,71 sqm,11,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-2b4fc0b40c0-6330-79dc6a25-96e7-476b,23 Jul 2025,Shiera Lining,14.5634222,121.0383925
St. Francis Shangri La Mandaluyong condo for sale,"₱ 23,000,000","Mandaluyong, Metro Manila","The St. Francis Shangri-La Place, Mandaluyong, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The St. Francis Shangri-La Place,For Sale,2009,,Freehold,92 sqm,56,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-9d4e38e23309-c9ab-533a46a3-a427-4a95,23 Jul 2025,Franzel B. Muñez,14.5801129,121.0564436
1 BR Loft for Sale in Eastwood Legrand Tower 2 Furnished,"₱ 12,000,000","Bagumbayan, Quezon City","Eastwood LeGrand, Bagumbayan, Quezon City, Metro Manila, Philippines",1 bedroom,2 bathrooms,Loft,Eastwood LeGrand,For Sale,,,Freehold,62 sqm,17,Fully furnished,https://www.lamudi.com.ph/projects/eastwood-legrand-1/,23 Jul 2025,Gabyana Realty,14.6075776,121.0818933
Clean Title RFO Furnished 3BR with Balcony & Parking FOR SALE at The Address at Wack Wack Condominium Complex Mandaluyong,"₱ 30,000,000","Wack-Wack Greenhills, Mandaluyong","The Address at Wack Wack, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,The Address at Wack Wack,For Sale,,3,,120 sqm,12,Partly furnished,https://www.lamudi.com.ph/projects/the-address-at-wack-wack/,23 Jul 2025,Aurea Caampued,14.5867159,121.0494574
Clean Title RFO Furnished 2BR with Balcony & Parking FOR SALE at Brio Tower Makati,"₱ 10,000,000","Guadalupe Viejo, Makati","Brio Tower, Guadalupe Viejo, Makati, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Brio Tower,For Sale,,1,,56 sqm,31,Partly furnished,https://www.lamudi.com.ph/projects/brio-tower/,23 Jul 2025,Aurea Caampued,14.5629618,121.0425589
"FOR SALE-2BR with 2 Parkings in Eight Forbes Town,BGC","₱ 30,000,000","Bagong Tanyag, Taguig","EIGHT FORBESTOWN ROAD, Bagong Tanyag, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,EIGHT FORBESTOWN ROAD,For Sale,,2,Freehold,99 sqm,20,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-17cdab0d71d9-b61e-1cf7a28d-be7b-419e,23 Jul 2025,Property PH,14.4808788,121.0464306
"RUSH SALE!! ONE SERENDRA: 3BR For Sale, 167 sqm, Furnished, Interiored, 2 parking, ONLY P59.9M!","₱ 59,900,000","Fort Bonifacio, Taguig","One Serendra, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,5 bathrooms,Condo,One Serendra,For Sale,,2,Freehold,167 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/one-serendra/,23 Jul 2025,Glenda Joyce Tanlimco,14.5503762,121.0542753
𝐒𝐭𝐮𝐝𝐢𝐨 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐒𝐡𝐚𝐧𝐠 𝐒𝐚𝐥𝐜𝐞𝐝𝐨 𝐢𝐧 𝐌𝐚𝐤𝐚𝐭𝐢 𝐂𝐢𝐭𝐲,"₱ 10,500,000","Bel-Air, Makati","Shang Salcedo Place, Bel-Air, Makati, Metro Manila, Philippines",,1 bathroom,Condo,Shang Salcedo Place,For Sale,,1,,36 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/shang-salcedo-place/,23 Jul 2025,Jared Dimangondayao,14.5614505,121.020393
Fully Furnished 1 BR Condo for Sale in Knightsbridge Residences at Makati City,"₱ 10,800,000","Makati, Metro Manila","Knightsbridge Residences, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,2 bathrooms,Condo,Knightsbridge Residences,For Sale,,,,54 sqm,,,https://www.lamudi.com.ph/projects/knightsbridge-residences/,23 Jul 2025,Yvette De Asis,14.5672255,121.0277382
RUSH SALE! Six Residences 3BR Corner Suite Condo for Sale in Pasay,"₱ 15,000,000","Pasay, Metro Manila","Six Senses Residences, Pasay, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Six Senses Residences,For Sale,,1,,109 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/six-senses-residences/,23 Jul 2025,biensingson,14.5401305,120.9890594
Condo in Roxas Boulevard Coast Residences by SMDC,"₱ 6,468,000","Pasay, Metro Manila","Coast Residences, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Coast Residences,For Sale,,,Freehold,26 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/coast-residences/,23 Jul 2025,Vinia Digma,14.5543675,120.9896136
"For Sale, 3BR Corner Condo in Six Senses Residences, Pasay City","₱ 15,000,000","Pasay, Metro Manila","Six Senses Residences, Pasay, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Six Senses Residences,For Sale,,,,109 sqm,,,https://www.lamudi.com.ph/projects/six-senses-residences/,23 Jul 2025,Yvette De Asis,14.5401305,120.9890594
𝟏𝐁𝐑 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐓𝐡𝐞 𝐂𝐨𝐥𝐮𝐦𝐧𝐬 𝐀𝐲𝐚𝐥𝐚 𝐀𝐯𝐞𝐧𝐮𝐞 𝐢𝐧 𝐌𝐚𝐤𝐚𝐭𝐢 𝐂𝐢𝐭𝐲,"₱ 12,000,000","Bel-Air, Makati","The Columns Ayala Avenue, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,2 bathrooms,Condo,The Columns Ayala Avenue,For Sale,,1,,67 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-columns-ayala-avenue/,23 Jul 2025,Jared Dimangondayao,14.5617318,121.0162631
Shang Salcedo Place 1 Br for sale,"₱ 15,000,000","Bel-Air, Makati","Shang Salcedo Place, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shang Salcedo Place,For Sale,2018,1,Freehold,54 sqm,61,Unfurnished,https://www.lamudi.com.ph/projects/shang-salcedo-place/,23 Jul 2025,Franzel B. Muñez,14.5614917,121.0202499
2BR Condo near makati Kia Garden DMCIHOMES RFO 5% down to move in,"₱ 8,396,000","Malamig, Mandaluyong","Kai Garden Residences, Malamig, Mandaluyong, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Kai Garden Residences,For Sale,,,Freehold,52 sqm,19,Unfurnished,https://www.lamudi.com.ph/projects/kai-garden-residences/,23 Jul 2025,Corz Cascayan,14.5759944,121.044818
1BR Unit For Sale - Forbeswood Heights,"₱ 9,000,000","Bagong Tanyag, Taguig","Forbeswood Heights, Bagong Tanyag, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Forbeswood Heights,For Sale,,,,37 sqm,3,Fully furnished,https://www.lamudi.com.ph/projects/forbeswood-heights/,23 Jul 2025,Veronica Ginez,14.5512117,121.0445008
"𝐅𝐎𝐑 𝐒𝐀𝐋𝐄:  𝐌𝐎𝐃𝐄𝐑𝐍 𝐀𝐍𝐃 𝐑𝐀𝐑𝐄 𝟐𝐁𝐑 𝐒𝐔𝐏𝐄𝐑𝐈𝐎𝐑 𝐂𝐎𝐑𝐍𝐄𝐑 𝐔𝐍𝐈𝐓 𝐀𝐓 𝐀𝐂𝐐𝐔𝐀 𝐏𝐑𝐈𝐕𝐀𝐓𝐄 𝐑𝐄𝐒𝐈𝐃𝐄𝐍𝐂𝐄𝐒, 𝐌𝐀𝐍𝐃𝐀𝐋𝐔𝐘𝐎𝐍𝐆 𝐂𝐈𝐓𝐘!","₱ 15,000,000","Hulo, Mandaluyong","Acqua Private Residences, Hulo, Mandaluyong, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Acqua Private Residences,For Sale,,,Freehold,78 sqm,31,Fully furnished,https://www.lamudi.com.ph/projects/acqua-private-residences/,23 Jul 2025,YMATA REALTY CORP.,14.5682746,121.0360236
FULLY-FURNISHED 1-BEDROOM CONDO IN 8 FORBESTOWN ROAD,"₱ 20,000,000","Fort Bonifacio, Taguig","8 Forbestown Road, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,8 Forbestown Road,For Sale,,1,,60 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/8-forbestown-road/,23 Jul 2025,Rhonalyn Sinag,14.5506661,121.0440159
ELEGANTLY INTERIORED 1-BEDROOM CONDO IN SENTA BY ALVEO LAND,"₱ 18,000,000","Legazpi Village, Makati","Senta, Legazpi Village, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Senta,For Sale,,,,67 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/senta/,23 Jul 2025,Rhonalyn Sinag,14.5549166,121.0169081
BRAND-NEW 3-BEDROOM CONDO IN GRAND HYATT RESIDENCES,"₱ 110,000,000","Fort Bonifacio, Taguig","Grand Hyatt Manila Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Grand Hyatt Manila Residences,For Sale,,2,,205 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/grand-hyatt-manila-residences/,23 Jul 2025,Rhonalyn Sinag,14.5575286,121.052148
"FOR SALE! Fully Furnished 2BR Unit in Two Serendra Aston, BGC, Taguig City","₱ 30,000,000","Fort Bonifacio, Taguig","Two Serendra, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Two Serendra,For Sale,,1,,90 sqm,5,Fully furnished,https://www.lamudi.com.ph/projects/two-serendra/,23 Jul 2025,Seatherny Real Estate,14.547616,121.0530835
"FOR SALE! Fully Furnished Studio Condo Unit in One Eastwood Tower 1, Quezon City","₱ 4,251,000","Eastwood City, Quezon City","One Eastwood Avenue, Eastwood City, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Studio,One Eastwood Avenue,For Sale,,,,26 sqm,46,Fully furnished,https://www.lamudi.com.ph/projects/one-eastwood-avenue/,23 Jul 2025,Seatherny Real Estate,14.6077212,121.0791733
"FOR SALE! Fully Furnished 1BR Unit in The Rise by Shangri-La, Makati City","₱ 7,500,000","San Antonio, Makati","The Rise Makati By Shangrila, San Antonio, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Rise Makati By Shangrila,For Sale,,,,32 sqm,41,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-f5cd71cb3d86-7cee-b10cbb7e-8e97-5003,23 Jul 2025,Seatherny Real Estate,14.5622312,121.0133797
"FOR SALE! Fully Furnished 2BR Unit in Icon Plaza, BGC, Taguig City","₱ 28,000,000","Fort Bonifacio, Taguig","Icon Plaza, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Icon Plaza,For Sale,,,,105 sqm,30,Fully furnished,https://www.lamudi.com.ph/projects/icon-plaza/,23 Jul 2025,Seatherny Real Estate,14.548228,121.0477985
"FOR SALE! Fully Furnished 2BR Unit in Park Triangle Residences, BGC, Taguig City","₱ 38,000,000","Fort Bonifacio, Taguig","Park Triangle Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Park Triangle Residences,For Sale,,1,,97 sqm,2,Fully furnished,https://www.lamudi.com.ph/projects/park-triangle-residences/,23 Jul 2025,Seatherny Real Estate,14.5529172,121.0542996
"FOR SALE! Unfurnished 3BR Unit in Park Triangle Residences, BGC, Taguig City","₱ 40,000,000","Fort Bonifacio, Taguig","Park Triangle Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Park Triangle Residences,For Sale,,1,,123 sqm,29,Unfurnished,https://www.lamudi.com.ph/projects/park-triangle-residences/,23 Jul 2025,Seatherny Real Estate,14.5529172,121.0542996
𝐁𝐫𝐚𝐧𝐝 𝐍𝐞𝐰 𝟑𝐁𝐑 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐏𝐚𝐫𝐤 𝐌𝐜𝐤𝐢𝐧𝐥𝐞𝐲 𝐖𝐞𝐬𝐭 𝐢𝐧 𝐓𝐚𝐠𝐮𝐢𝐠 𝐂𝐢𝐭𝐲,"₱ 67,000,000","Taguig, Metro Manila","Park McKinley West, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Park McKinley West,For Sale,,2,,212 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/park-mckinley-west/,23 Jul 2025,Jared Dimangondayao,14.5372944,121.0462907
"RENT TO OWN CONDO IN ORTIGAS 10 YEARS TO PAY ZERO INTEREST, THE SAPPHIRE BLOC BY ROBINSONS LAND","₱ 7,000,000","San Antonio, Pasig","The Sapphire Bloc – East Tower, San Antonio, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Sapphire Bloc – East Tower,For Sale,2025,1,Freehold,36 sqm,32,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-189286a1d5d7-1908-224c49e3-87d4-4234,"1 week, 2 days ago",Walter Balberona,14.5876781,121.0625095
Penthouse unit Haraya Residences in Bridgetowne by Shangrila Properties at Pasig City C5 near BGC Ortigas,"₱ 260,500,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences,For Sale,,3,Freehold,568 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
Best Penthouse in Pasig City QC Ortigas Metro Manila for sale Haraya Residences by Shangrila Properties near Pasig Hospitals Offices Schools and Malls,"₱ 243,352,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",5 bedrooms,5 bathrooms,Condo,Haraya Residences,For Sale,,3,Freehold,552 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.6065926,121.0791619
Best Penthouse unit Haraya Residences Ortigas Pasig C5 BGC near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 244,352,104","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",5 bedrooms,5 bathrooms,Condo,Haraya Residences,For Sale,,3,Freehold,552 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.6065926,121.0791619
Penthouse Unit Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 260,518,883","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",5 bedrooms,5 bathrooms,Condo,Haraya Residences,For Sale,,3,Freehold,568 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
Penthouse Unit Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 260,500,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",5 bedrooms,5 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,,3,Freehold,568 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best Penthouse unit Haraya Residences Ortigas Pasig C5 BGC near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 243,352,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",5 bedrooms,5 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,2022,3,Freehold,552 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best 3 Bedroom with Parking Haraya Residences Pasig C5 near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 45,333,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,,2,Freehold,167 sqm,11,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best 3 Bedroom unit with Parking in Pasig City for sale Haraya Residences by Shangrila Properties near Pasig Hospitals Offices Schools and Malls,"₱ 45,000,000","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,2022,,Freehold,167 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
3 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 57,000,000","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,2022,2,Freehold,209 sqm,11,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
