title,price,location,full_address,bedrooms,bathrooms,property_type,project_name,offer_type,construction_year,parking_spaces,ownership_type,floor_area,floor,condition,project_link,publish_date,publish_by,latitude,longitude
3 Bedroom with parking Haraya Residences in Bridgetowne by Shangrila Properties at Pasig City C5 near BGC Ortigas,"₱ 56,317,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,,2,Freehold,209 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
3 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 45,000,000","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences,For Sale,,2,Freehold,167 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.6065926,121.0791619
Best 3 Bedroom with Parking Haraya Residences Pasig C5 near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 56,317,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Haraya Residences,For Sale,,2,Freehold,209 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
2 Bedroom with parking Haraya Residences in Bridgetowne by Shangrila Properties at Pasig City C5 near BGC Ortigas,"₱ 25,655,606","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences,For Sale,,,Freehold,108 sqm,9,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.6065926,121.0791619
2 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 28,888,888","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences,For Sale,,1,Freehold,127 sqm,19,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
Best 2 Bedroom with Parking Haraya Residences Pasig C5 near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 28,731,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences,For Sale,,1,Freehold,127 sqm,10,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.6065926,121.0791619
Best 2 Bedroom unit with Parking in Pasig City for sale Haraya Residences by Shangrila Properties near Pasig Hospitals Offices Schools and Malls,"₱ 25,700,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences,For Sale,,2,Freehold,108 sqm,10,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
Best 2 Bedroom with Parking Haraya Residences Pasig C5 near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 25,700,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,,2,Freehold,108 sqm,10,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best 2 Bedroom unit with Parking in Pasig City for sale Haraya Residences by Shangrila Properties near Pasig Hospitals Offices Schools and Malls,"₱ 28,731,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,,1,Freehold,127 sqm,10,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
"The Ultimate Urban Sanctuary: 1-Bedroom Condo FOR SALE  in Pasay, 33sqm Corner Unit at Shore 3","₱ 8,000,000","Pasay, Metro Manila","Shore 3 Residences, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shore 3 Residences,For Sale,2025,,Freehold,33 sqm,0,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-af1fcb00f1ab-9b2d-8afbfd36-81f4-46c4,"1 week, 2 days ago",Evelyn Samaniego,14.5387887,120.9858516
Rush Deal 2 Bedroom 2BR Unit for Sale in Park Triangle Residences BGC!,"₱ 35,000,000","Fort Bonifacio, Taguig","Park Triangle Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,,Condo,Park Triangle Residences,For Sale,,1,,82 sqm,,,https://www.lamudi.com.ph/projects/park-triangle-residences/,"1 week, 2 days ago",Rhonalyn Sinag,14.5529172,121.0542996
For sale 2 Bedroom Rent to Own Condo in Uptown Parksuites BGC,"₱ 24,000,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,Uptown Parksuites,For Sale,,1,Freehold,74 sqm,37,Partly furnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,"1 week, 2 days ago",Megaworld RFO Premier by DJ Venturina,14.5583103,121.0532179
PARKSIDE10XXE: For Sale Fully Furnished 2BR Unit with balcony and parking at The,"₱ 14,000,000","Newport City, Pasay","The Parkside Villas, Newport City, Pasay, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,The Parkside Villas,For Sale,,,,88 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-parkside-villas/,"1 week, 2 days ago",Kondo Ko Property Management,14.519358,121.02098
"For Sale 37 sqm Studio Unit in The Fifth Avenue Place, Bonifacio Global City, Taguig City","₱ 7,000,000","Fort Bonifacio, Taguig","The Fifth Avenue Place, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Studio,The Fifth Avenue Place,For Sale,,,,37 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-e3b5b081d201-80b2-d232bc7-bdf8-4315,"1 week, 2 days ago",Cita Lim Roque,14.5425702,121.0471699
"1 Bedroom For Sale in The Montane, Taguig City","₱ 13,000,000","Fort Bonifacio, Taguig","The Montane, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Montane,For Sale,2025,1,Leasehold,36 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-montane/,"1 week, 2 days ago",Infinity Realty,14.5559194,121.0527957
"Studio For Sale in The Venice Luxury, Taguig City","₱ 7,500,000","McKinley Hill, Taguig","The Venice Luxury Residences, McKinley Hill, Taguig, Metro Manila, Philippines",,1 bathroom,Studio,The Venice Luxury Residences,For Sale,2025,,Leasehold,40 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-venice-luxury-residences/,"1 week, 2 days ago",Infinity Realty,14.5331906,121.0507124
"Studio For Sale in The Venice Luxury Residences, Taguig City","₱ 7,500,000","McKinley Hill, Taguig","The Venice Luxury Residences, McKinley Hill, Taguig, Metro Manila, Philippines",,1 bathroom,Studio,The Venice Luxury Residences,For Sale,,,,40 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/the-venice-luxury-residences/,"1 week, 2 days ago",Malou Suerte,14.5331906,121.0507124
"3BR Condo with Parking Cameron Roosevelt DMCIHOMES Near Fishermall, UST, Trinoma","₱ 10,500,000","Mariblo, Quezon City","Cameron Residences, Mariblo, Quezon City, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Cameron Residences,For Sale,,1,Freehold,83 sqm,28,Unfurnished,https://www.lamudi.com.ph/projects/cameron-residences/,"1 week, 2 days ago",Corz Cascayan,14.6342726,121.016666
FOR SALE: RENOVATED STUDIO UNIT AT THE RISE MAKATI,"₱ 5,000,000","San Antonio, Makati","The Rise Makati, San Antonio, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Rise Makati,For Sale,,,Freehold,28 sqm,17,Fully furnished,https://www.lamudi.com.ph/projects/the-rise-makati/,"1 week, 2 days ago",Raymond Tiongson,14.5622312,121.0133797
The Vantage at Kapitolyo 2 Bedroom Condo For Sale near BGC Kalayaan Estancia Royalton Capitol Commons Empress,"₱ 16,000,000","Capitol Subdivision, Pasig","The Vantage at Kapitolyo, Capitol Subdivision, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Vantage at Kapitolyo,For Sale,,1,Freehold,61 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/the-vantage-at-kapitolyo/,"1 week, 2 days ago",Geraldo Paguinto - The Lead Realty,14.5729019,121.0599034
"1 Bedroom For Sale in The Montane, Taguig City","₱ 13,000,000","Fort Bonifacio, Taguig","The Montane, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Montane,For Sale,,1,,36 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/the-montane/,"1 week, 2 days ago",Malou Suerte,14.5559194,121.0527957
𝟏𝐁𝐑 𝐔𝐧𝐢𝐭 𝐟𝐨𝐫 𝐒𝐚𝐥𝐞 𝐚𝐭 𝐔𝐩𝐭𝐨𝐰𝐧 𝐏𝐚𝐫𝐤𝐬𝐮𝐢𝐭𝐞𝐬 𝐢𝐧 𝐓𝐚𝐠𝐮𝐢𝐠 𝐂𝐢𝐭𝐲-𝐁𝐆𝐂,"₱ 11,000,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Uptown Parksuites,For Sale,,,,38 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,"1 week, 2 days ago",Jared Dimangondayao,14.5583103,121.0532179
1 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 14,999,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",,1 bathroom,Condo,Haraya Residences at Bridgetowne,For Sale,,1,Freehold,68 sqm,17,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best 1 Bedroom with Parking Haraya Residences Pasig C5 near Asian Development Bank San Miguel Corporation Unilab Jollibee Corporation Petron BDO,"₱ 13,700,999","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Haraya Residences at Bridgetowne,For Sale,,1,Freehold,62 sqm,21,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
Best 1 Bedroom unit with Parking in Pasig City for sale Haraya Residences by Shangrila Properties near Pasig Hospitals Offices Schools and Malls,"₱ 14,877,777","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Haraya Residences at Bridgetowne,For Sale,,1,Freehold,68 sqm,11,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
1 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 13,591,888","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Haraya Residences at Bridgetowne,For Sale,,1,Freehold,60 sqm,17,Partly furnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 2 days ago",Alex Pangilinan,14.5943887,121.0830377
"1 Bedroom Unit For Sale in Avalon Condominium, San Juan City","₱ 12,500,000","Greenhills, San Juan","Avalon Condominium, Greenhills, San Juan, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Avalon Condominium,For Sale,,1,,83 sqm,83,,https://www.lamudi.com.ph/projects/avalon-condominium/,"1 week, 2 days ago",KRN Properties,14.6061627,121.0398706
1 Bedroom with Parking Haraya Residences in Bridgetowne by Shang Properties at Pasig City C5 near Opus Parklinks Lattice Velaris Grove Maple Cirrus Ea,"₱ 14,999,999","Project 4, Quezon City","Haraya Residences, Project 4, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Haraya Residences,For Sale,,1,Freehold,68 sqm,17,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-886e8bcef841-d31c-814f4958-b02f-4f33,"1 week, 2 days ago",Alex Pangilinan,14.5945332,121.0831124
"46sqm Studio w/ balcony, Verve Residences Two, High Street South BGC. Near UpTown, Serendra, Burgos Circle","₱ 10,580,000","Fort Bonifacio, Taguig","Verve Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",,1 bathroom,Studio,Verve Residences,For Sale,,,Freehold,46 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/verve-residences/,"1 week, 3 days ago",Lucas and Matthaeus Realty,14.5485374,121.0492615
"FOR SALE! Fully Furnished 2BR Unit in Eight Forbestown Road, BGC, Taguig City","₱ 18,000,000","Bagong Tanyag, Taguig","EIGHT FORBESTOWN ROAD, Bagong Tanyag, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,EIGHT FORBESTOWN ROAD,For Sale,,,,68 sqm,8,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-17cdab0d71d9-b61e-1cf7a28d-be7b-419e,"1 week, 3 days ago",Seatherny Real Estate,14.4808788,121.0464306
Makati Bel-air Jazz Residences Junior 1-bedroom For Sale,"₱ 2,900,000","Bel-Air, Makati","Jazz Residences, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Jazz Residences,For Sale,,,Freehold,20 sqm,23,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-d1c8f7ae4948-fd68-4117309b-9948-44d0,"1 week, 3 days ago",Apphia Realty,14.563092,121.0218149
"3 Bedroom Luxury Unit 122.50 SQM, Rent to Own in Valencia Hills Tower E, Quezon City-San Juan Greenhills","₱ 15,929,600","New Manila, Quezon City","Valencia Hills, New Manila, Quezon City, Metro Manila, Philippines",3 bedrooms,4 bathrooms,Condo,Valencia Hills,For Sale,2025,,Freehold,122 sqm,15,Unfurnished,https://www.lamudi.com.ph/projects/valencia-hills-1/,"1 week, 3 days ago",Genevieve Pernito,14.6098091,121.0351685
"Prime 3-Bedroom, 101 SQM, Rent-to-Own Unit in Valencia Hills Tower E, Quezon City-San Juan Greenhills","₱ 14,581,600","New Manila, Quezon City","Valencia Hills, New Manila, Quezon City, Metro Manila, Philippines",3 bedrooms,4 bathrooms,Condo,Valencia Hills,For Sale,2025,,Freehold,101 sqm,8,Unfurnished,https://www.lamudi.com.ph/projects/valencia-hills-1/,"1 week, 3 days ago",Genevieve Pernito,14.6098091,121.0351685
"pet friendly 2 bedroom condo for sale in Pasay City near PITX, Met-Live and MOA","₱ 218,000","Pasay, Metro Manila","Palm Beach West, Pasay, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Palm Beach West,For Sale,,,,38 sqm,,,https://www.lamudi.com.ph/projects/palm-beach-west/,"1 week, 3 days ago",Dream Property,14.5429196,120.9890313
Rare 37 sqm Studio Unit at The Empress at Capitol Commons,"₱ 12,400,000","Capitol Subdivision, Pasig","Empress at Capitol Commons, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Empress at Capitol Commons,For Sale,2026,,Freehold,37 sqm,15,Unfurnished,https://www.lamudi.com.ph/projects/empress-at-capitol-commons/,"1 week, 3 days ago",Joshua Theodor Ebrada,14.5756621,121.0635425
"2-Bedroom Prime Unit with Balcony RENT TO OWN at Valencia Hills Tower E, Quezon City","₱ 12,901,600","New Manila, Quezon City","Valencia Hills, New Manila, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Valencia Hills,For Sale,2025,,Freehold,89 sqm,11,Unfurnished,https://www.lamudi.com.ph/projects/valencia-hills-1/,"1 week, 3 days ago",Genevieve Pernito,14.6098091,121.0351685
2 BEDROOM CONDO FOR SALE IN MAGNOLIA RESIDENCES,"₱ 10,390,000","Horseshoe, Quezon City","The Magnolia residences – Tower A, B, and C, Horseshoe, Quezon City, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,"The Magnolia residences – Tower A, B, and C",For Sale,,,Freehold,63 sqm,18,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-b18a049a58c4-22f8-1462a2dc-b8d3-4e45,"1 week, 3 days ago",Melvin Salvidar by Mana Realty Corporation,14.6138356,121.0384865
Preselling 2 Bedroom Condominium in Haraya Residences Bridgetowne Pasig,"₱ 40,029,000","Rosario, Pasig","Haraya Residences at Bridgetowne, Rosario, Pasig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,Haraya Residences at Bridgetowne,For Sale,2030,1,Freehold,116 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/haraya-residences-at-bridgetowne/,"1 week, 3 days ago","Michelle Madarang, REB",14.5943887,121.0830377
1BR 51st Floor Kroma Tower Condominium For Sale 1 One bedroom Dela Rosa San Lorenzo Makati City Alveo Land Legazpi Village Metro Manila Condo,"₱ 18,500,000","Legazpi Village, Makati","Kroma Tower, Legazpi Village, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Kroma Tower,For Sale,,1,Freehold,55 sqm,51,Unfurnished,https://www.lamudi.com.ph/projects/kroma-tower/,"1 week, 3 days ago",Michelle Chua,14.5586592,121.0168143
Affordable Resort Studio Condo in Anissa Heights Pasay City Dmci Homes,"₱ 3,100,000","Pasay, Metro Manila","Anissa Heights, Pasay, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Anissa Heights,For Sale,,,Freehold,31 sqm,40,Partly furnished,https://www.lamudi.com.ph/projects/anissa-heights/,"1 week, 3 days ago",Wilver  Madarang,14.5438451,121.0017737
Resort Condo 3BR The Mulberry Place Ph2 Acacia Estate Taguig City,"₱ 12,000,000","Taguig, Metro Manila","Mulberry Place, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Mulberry Place,For Sale,,1,Freehold,85 sqm,20,Partly furnished,https://www.lamudi.com.ph/projects/mulberry-place/,"1 week, 3 days ago",Wilver  Madarang,14.5228923,121.06598
Preselling 2 Bedroom Condominium in Laya By Shang Pasig,"₱ 33,691,000","Capitol Subdivision, Pasig","Laya by Shang Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,Laya by Shang Properties,For Sale,2028,1,Freehold,95 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/laya-by-shang-properties/,"1 week, 3 days ago","Michelle Madarang, REB",14.5723779,121.0654424
Preselling 1 Bedroom Condominium in Laya By Shang Pasig,"₱ 12,446,000","Capitol Subdivision, Pasig","Laya by Shang Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shang Properties,For Sale,2028,,Freehold,38 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/laya-by-shang-properties/,"1 week, 3 days ago","Michelle Madarang, REB",14.5723779,121.0654424
FOR SALE CONDOMINIUM IN FUTURE POINT,"₱ 6,435,000","Diliman, Quezon City","Future Point Plaza, Diliman, Quezon City, Metro Manila, Philippines",3 bedrooms,1 bathroom,Condo,Future Point Plaza,For Sale,,1,,49 sqm,,,https://www.lamudi.com.ph/projects/future-point-plaza/,"1 week, 3 days ago",My Hometown Realty and Developer Inc. (PS),14.6395892,121.0318927
Preselling Studio Condominium in Laya By Shang Pasig,"₱ 11,444,000","Capitol Subdivision, Pasig","Laya by Shang Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shang Properties,For Sale,2028,,Freehold,34 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/laya-by-shang-properties/,"1 week, 3 days ago","Michelle Madarang, REB",14.5723779,121.0654424
2BEDROOM READY FOR OCCUPANCY 40sqm Located at Chino Roses Makati City Near BGC NAIA and MRT magallenes Station,"₱ 2,000,000","Bangkal, Makati","San Lorenzo Place, Bangkal, Makati, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,San Lorenzo Place,For Sale,,,,5 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/san-lorenzo-place/,"1 week, 3 days ago",Jerald Yucot,14.5420963,121.0187478
Preselling 2 Bedroom Condominium in Shang Summit Quezon City,"₱ 30,322,000","Diliman, Quezon City","Shang Summit, Diliman, Quezon City, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,Shang Summit,For Sale,2031,1,Freehold,88 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-9409b20c227f-c3c6-10a69844-96ea-425d,"1 week, 3 days ago","Michelle Madarang, REB",14.6362321,121.0395395
2BEDROOM READY FOR OCCUPANCY 30sqm Located in San Juan CityManila nearest Landmark Rob Magnolia Araneta Cubao Sm Sta.Mesa Greenhills and Ortigas,"₱ 6,000,000","Ermitaño, San Juan","Little Baguio Terraces, Ermitaño, San Juan, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Little Baguio Terraces,For Sale,,,,5 sqm,8,Unfurnished,https://www.lamudi.com.ph/projects/little-baguio-terraces/,"1 week, 3 days ago",Jerald Yucot,14.6102392,121.0303782
Preselling 1 Bedroom Condominium in Shang Summit Quezon City,"₱ 20,956,000","Diliman, Quezon City","Shang Summit, Diliman, Quezon City, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Shang Summit,For Sale,2031,1,Freehold,61 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-9409b20c227f-c3c6-10a69844-96ea-425d,"1 week, 3 days ago","Michelle Madarang, REB",14.6362321,121.0395395
