project_name,location,full_address,latitude,longitude
BAYWATCH TOWER,"Malate, Manila, Metro Manila","BAYWATCH TOWER, Malate, Manila, Metro Manila, Philippines",14.5668536,120.9851716
Rada Regency,"Bangkal, Makati, Metro Manila","Rada Regency, Bangkal, Makati, Metro Manila, Philippines",14.5554443,121.0179608
Kingswood Square,"Bangkal, Makati, Metro Manila","Kingswood Square, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
THE GRAND MIDORI MAKATI,"San Lorenzo, Makati, Metro Manila","THE GRAND MIDORI MAKATI, San Lorenzo, Makati, Metro Manila, Philippines",14.5573882,121.0163975
The Manors at North Belton Communities,"Tondo, Manila, Metro Manila","The Manors at North Belton Communities, Tondo, Manila, Metro Manila, Philippines",14.6853799,121.0176234
Eton Residences Greenbelt,"San Lorenzo, Makati, Metro Manila","Eton Residences Greenbelt, San Lorenzo, Makati, Metro Manila, Philippines",14.553936,121.0203846
trump tower,"Metro Manila, Makati","trump tower, Metro Manila, Makati, Philippines",14.565145,121.0283321
Avida Towers Sucat,"Barangay 76, Pasay, Metro Manila","Avida Towers Sucat, Barangay 76, Pasay, Metro Manila, Philippines",14.5451838,120.9924823
BLUE SAPPHIRE RESIDENCES,"Pinagsama, Taguig, Metro Manila","BLUE SAPPHIRE RESIDENCES, Pinagsama, Taguig, Metro Manila, Philippines",14.5538172,121.0444236
The Columns Ayala Avenue,"Bel-Air, Makati, Metro Manila","The Columns Ayala Avenue, Bel-Air, Makati, Metro Manila, Philippines",14.5617318,121.0162631
Maple Place,"Bangkal, Makati, Metro Manila","Maple Place, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Fairway Terraces,"Barangay 97, Pasay, Metro Manila","Fairway Terraces, Barangay 97, Pasay, Metro Manila, Philippines",14.5254642,121.024333
Greenbelt Hamilton Two,"Bangkal, Makati, Metro Manila","Greenbelt Hamilton Two, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Antel Spa Residences,"Bangkal, Makati, Metro Manila","Antel Spa Residences, Bangkal, Makati, Metro Manila, Philippines",14.5663724,121.0291347
Laureano di Trevi Towers,"Bangkal, Makati, Metro Manila","Laureano di Trevi Towers, Bangkal, Makati, Metro Manila, Philippines",14.5490105,121.01389
BSA Tower,"Bangkal, Makati, Metro Manila","BSA Tower, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Manansala Tower,"Bangkal, Makati, Metro Manila","Manansala Tower, Bangkal, Makati, Metro Manila, Philippines",14.5640382,121.0381395
Avida Towers San Lorenzo,"Bangkal, Makati, Metro Manila","Avida Towers San Lorenzo, Bangkal, Makati, Metro Manila, Philippines",14.5502266,121.0129415
One Central Makati,"Bangkal, Makati, Metro Manila","One Central Makati, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Amorsolo Square,"Rockwell, Makati, Metro Manila","Amorsolo Square, Rockwell, Makati, Metro Manila, Philippines",14.5652474,121.0356712
One Rockwell,"Rockwell, Makati, Metro Manila","One Rockwell, Rockwell, Makati, Metro Manila, Philippines",14.5634222,121.0383925
The Columns At Legaspi Village,"San Lorenzo, Makati, Metro Manila","The Columns At Legaspi Village, San Lorenzo, Makati, Metro Manila, Philippines",14.5617318,121.0162631
The Beacon,"Bangkal, Makati, Metro Manila","The Beacon, Bangkal, Makati, Metro Manila, Philippines",14.5515696,121.0144134
Palmetto Place,"Bangkal, Makati, Metro Manila","Palmetto Place, Bangkal, Makati, Metro Manila, Philippines",14.5459873,121.0137143
Fairway Tarraces,"Tugatog, Malabon, Metro Manila","Fairway Tarraces, Tugatog, Malabon, Metro Manila, Philippines",14.6629184,120.9689892
Fortune Hill,"Addition Hills, San Juan, Metro Manila","Fortune Hill, Addition Hills, San Juan, Metro Manila, Philippines",14.5933873,121.0387956
South Insula,"Sacred Heart, Quezon City, Metro Manila","South Insula, Sacred Heart, Quezon City, Metro Manila, Philippines",14.6347791,121.0364736
The Salcedo Park Condominum,"Bel-Air, Makati, Metro Manila","The Salcedo Park Condominum, Bel-Air, Makati, Metro Manila, Philippines",14.5617799,121.0244256
Asia Enclaves,"Alabang, Muntinlupa, Metro Manila","Asia Enclaves, Alabang, Muntinlupa, Metro Manila, Philippines",14.4055591,121.0472066
Solano Hills,"Alabang, Muntinlupa, Metro Manila","Solano Hills, Alabang, Muntinlupa, Metro Manila, Philippines",14.4181972,121.0421102
Arezzo Place,"Bagong Ilog, Pasig, Metro Manila","Arezzo Place, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5653911,121.06934
ETON EMERALD LOFTS,"San Antonio, Pasig, Metro Manila","ETON EMERALD LOFTS, San Antonio, Pasig, Metro Manila, Philippines",14.5882999,121.0624436
BELTON PLACE,"Bangkal, Makati, Metro Manila","BELTON PLACE, Bangkal, Makati, Metro Manila, Philippines",14.5616518,121.0117381
Eton Parkview Greenbelt,"Bangkal, Makati, Metro Manila","Eton Parkview Greenbelt, Bangkal, Makati, Metro Manila, Philippines",14.5533422,121.0173408
8 ADRIATICO,"Malate, Manila, Metro Manila","8 ADRIATICO, Malate, Manila, Metro Manila, Philippines",14.5616728,120.9918895
One Archers Place,"Malate, Manila, Metro Manila","One Archers Place, Malate, Manila, Metro Manila, Philippines",14.5669253,120.9929855
Eton Baypark Manila,"Tondo, Manila, Metro Manila","Eton Baypark Manila, Tondo, Manila, Metro Manila, Philippines",14.5798051,120.9778181
Acqua Living Stone,"Hulo, Mandaluyong, Metro Manila","Acqua Living Stone, Hulo, Mandaluyong, Metro Manila, Philippines",14.5682037,121.0366861
Aqua Iguazu,"Addition Hills, Mandaluyong, Metro Manila","Aqua Iguazu, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
Century Spire Makati,"Poblacion, Makati, Metro Manila","Century Spire Makati, Poblacion, Makati, Metro Manila, Philippines",14.5663749,121.0278423
Penthouse Unit in Acqua Livingstone,"Hulo, Mandaluyong, Metro Manila","Penthouse Unit in Acqua Livingstone, Hulo, Mandaluyong, Metro Manila, Philippines",14.5682037,121.0366861
Suntrust Shanata,"Talipapa, Quezon City, Metro Manila","Suntrust Shanata, Talipapa, Quezon City, Metro Manila, Philippines",14.6815478,121.0197921
SUNTRUST AMADEA,"Paligsahan, Quezon City, Metro Manila","SUNTRUST AMADEA, Paligsahan, Quezon City, Metro Manila, Philippines",14.6362185,121.025406
Suntrust Capitol Plaza,"Central, Quezon City, Metro Manila","Suntrust Capitol Plaza, Central, Quezon City, Metro Manila, Philippines",14.6450494,121.0506283
AURORA GARDENS,"Addition Hills, Mandaluyong, Metro Manila","AURORA GARDENS, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5828261,121.0467893
Suntrust Asmara,"Damayang Lagi, Quezon City, Metro Manila","Suntrust Asmara, Damayang Lagi, Quezon City, Metro Manila, Philippines",14.6210676,121.0227487
KIRANA,"Bagong Ilog, Pasig, Metro Manila","KIRANA, Bagong Ilog, Pasig, Metro Manila, Philippines",14.5634245,121.0679737
SUNTRUST TREETOP VILLAS,"Hulo, Mandaluyong, Metro Manila","SUNTRUST TREETOP VILLAS, Hulo, Mandaluyong, Metro Manila, Philippines",14.5747802,121.0269139
Suntrust Solana,"Ermita, Manila, Metro Manila","Suntrust Solana, Ermita, Manila, Metro Manila, Philippines",14.590495,120.985482
SUNTRUST ASCENTIA,"Santa Ana, Manila, Metro Manila","SUNTRUST ASCENTIA, Santa Ana, Manila, Metro Manila, Philippines",14.5828711,121.0150538
SUNTRUST ADRIATICO GARDENS,"Malate, Manila, Metro Manila","SUNTRUST ADRIATICO GARDENS, Malate, Manila, Metro Manila, Philippines",14.5645634,120.9902214
The Rise Makati,"San Antonio, Makati, Metro Manila","The Rise Makati, San Antonio, Makati, Metro Manila, Philippines",14.5622312,121.0133797
One Shangrila Place,"Metro Manila, Mandaluyong","One Shangrila Place, Metro Manila, Mandaluyong, Philippines",14.5820522,121.0557985
AMA TOWER RESIDENCES,"Wack-Wack Greenhills, Mandaluyong, Metro Manila","AMA TOWER RESIDENCES, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",14.5909552,121.0572934
Victoria de Manila,"Malate, Manila, Metro Manila","Victoria de Manila, Malate, Manila, Metro Manila, Philippines",14.575072,120.9887617
The A.Venue Suites,"Bangkal, Makati, Metro Manila","The A.Venue Suites, Bangkal, Makati, Metro Manila, Philippines",14.5659625,121.0288668
Antel Spa Suites,"Poblacion, Makati, Metro Manila","Antel Spa Suites, Poblacion, Makati, Metro Manila, Philippines",14.5663352,121.0289857
Serenity Suites,"Poblacion, Makati, Metro Manila","Serenity Suites, Poblacion, Makati, Metro Manila, Philippines",14.5661416,121.0289928
Skyway Twin Towers,"Oranbo, Pasig, Metro Manila","Skyway Twin Towers, Oranbo, Pasig, Metro Manila, Philippines",14.5736863,121.0667695
My Place at South Triangle,"South Triangle, Quezon City, Metro Manila","My Place at South Triangle, South Triangle, Quezon City, Metro Manila, Philippines",14.6376898,121.0349434
My Place at Ortigas,"Ugong, Pasig, Metro Manila","My Place at Ortigas, Ugong, Pasig, Metro Manila, Philippines",14.5901598,121.0818858
Chateau Elysee,"Don Bosco, Parañaque, Metro Manila","Chateau Elysee, Don Bosco, Parañaque, Metro Manila, Philippines",14.4899905,121.0202079
Berkeley Residences,"Loyola Heights, Quezon City, Metro Manila","Berkeley Residences, Loyola Heights, Quezon City, Metro Manila, Philippines",14.6446188,121.0740867
Juez Residences,"Maysilo, Malabon, Metro Manila","Juez Residences, Maysilo, Malabon, Metro Manila, Philippines",14.6756945,120.9629704
Space Taft,"Malate, Manila, Metro Manila","Space Taft, Malate, Manila, Metro Manila, Philippines",14.5715494,120.9912842
Zitan,"Addition Hills, Mandaluyong, Metro Manila","Zitan, Addition Hills, Mandaluyong, Metro Manila, Philippines",14.5829437,121.0378102
Twin Oaks Place,"Wack-Wack Greenhills, Mandaluyong, Metro Manila","Twin Oaks Place, Wack-Wack Greenhills, Mandaluyong, Metro Manila, Philippines",14.5787672,121.0558619
San Lorenzo Place,"Bangkal, Makati, Metro Manila","San Lorenzo Place, Bangkal, Makati, Metro Manila, Philippines",14.5420963,121.0187478
The Rochester,"San Joaquin, Pasig, Metro Manila","The Rochester, San Joaquin, Pasig, Metro Manila, Philippines",14.5528167,121.0773558
Victoria de Morato,"Ramon Magsaysay, Quezon City, Metro Manila","Victoria de Morato, Ramon Magsaysay, Quezon City, Metro Manila, Philippines",14.6364954,121.0364155
Victoria de Malate,"Malate, Manila, Metro Manila","Victoria de Malate, Malate, Manila, Metro Manila, Philippines",14.5750838,120.9942031
Isabelle de Valenzuela,"Isla, Valenzuela, Metro Manila","Isabelle de Valenzuela, Isla, Valenzuela, Metro Manila, Philippines",14.6767991,120.9800051
Victoria Sports Tower,"South Triangle, Quezon City, Metro Manila","Victoria Sports Tower, South Triangle, Quezon City, Metro Manila, Philippines",14.636086,121.04254
Victoria de Makati,"Pio Del Pilar, Makati, Metro Manila","Victoria de Makati, Pio Del Pilar, Makati, Metro Manila, Philippines",14.5580854,121.0105067
Fort Victoria,"BGC, Taguig, Metro Manila","Fort Victoria, BGC, Taguig, Metro Manila, Philippines",14.547009,121.0453912
Victoria Towers,"Paligsahan, Quezon City, Metro Manila","Victoria Towers, Paligsahan, Quezon City, Metro Manila, Philippines",14.6361959,121.0278558
Little Baguio Terraces,"Ermitaño, San Juan, Metro Manila","Little Baguio Terraces, Ermitaño, San Juan, Metro Manila, Philippines",14.6102392,121.0303782
Pioneer Woodlands,"Barangka Ilaya, Mandaluyong, Metro Manila","Pioneer Woodlands, Barangka Ilaya, Mandaluyong, Metro Manila, Philippines",14.5727432,121.0481746
Kasara,"Ugong, Pasig, Metro Manila","Kasara, Ugong, Pasig, Metro Manila, Philippines",14.5817871,121.0783535
Vivaldi Residences - Cubao,"Socorro, Quezon City, Metro Manila","Vivaldi Residences - Cubao, Socorro, Quezon City, Metro Manila, Philippines",14.6210911,121.0506544
Siena Park Residences,"Sun Valley, Parañaque, Metro Manila","Siena Park Residences, Sun Valley, Parañaque, Metro Manila, Philippines",14.4882988,121.0407531
Milan Residenze,"Bagbag, Quezon City, Metro Manila","Milan Residenze, Bagbag, Quezon City, Metro Manila, Philippines",14.696793,121.0378102
Maricielo Villas,"Pulang Lupa Uno, Las Piñas, Metro Manila","Maricielo Villas, Pulang Lupa Uno, Las Piñas, Metro Manila, Philippines",14.4682726,120.9701955
Levina Place,"Rosario, Pasig, Metro Manila","Levina Place, Rosario, Pasig, Metro Manila, Philippines",14.5814814,121.0921329
Arista Place,"Santo Niño, Parañaque, Metro Manila","Arista Place, Santo Niño, Parañaque, Metro Manila, Philippines",14.5054824,120.9957485
Asteria Residences,"San Isidro, Parañaque, Metro Manila","Asteria Residences, San Isidro, Parañaque, Metro Manila, Philippines",14.4675841,121.004846
Mirea Residences,"Santolan, Pasig, Metro Manila","Mirea Residences, Santolan, Pasig, Metro Manila, Philippines",14.614892,121.0913989
Zinnia Towers,"Katipunan, Quezon City, Metro Manila","Zinnia Towers, Katipunan, Quezon City, Metro Manila, Philippines",14.6572591,121.0162764
Viera Residences,"Obrero, Quezon City, Metro Manila","Viera Residences, Obrero, Quezon City, Metro Manila, Philippines",14.6279498,121.0318974
Torre De Manila,"Ermita, Manila, Metro Manila","Torre De Manila, Ermita, Manila, Metro Manila, Philippines",14.5850705,120.9846455
Tivoli Garden Residences,"Hulo, Mandaluyong, Metro Manila","Tivoli Garden Residences, Hulo, Mandaluyong, Metro Manila, Philippines",14.5725275,121.0299407
The Amaryllis,"Mariana, Quezon City, Metro Manila","The Amaryllis, Mariana, Quezon City, Metro Manila, Philippines",14.6239236,121.0331161
Stellar Place,"Bahay Toro, Quezon City, Metro Manila","Stellar Place, Bahay Toro, Quezon City, Metro Manila, Philippines",14.6680958,121.0429537
Sorrel Residences,"Manila, Metro Manila","Sorrel Residences, Manila, Metro Manila, Philippines",14.6037217,121.0155866
Sheridan Towers,"Buayang Bato, Mandaluyong, Metro Manila","Sheridan Towers, Buayang Bato, Mandaluyong, Metro Manila, Philippines",14.5703871,121.0522235
Viridian in Greenhills,"Greenhills, San Juan, Metro Manila","Viridian in Greenhills, Greenhills, San Juan, Metro Manila, Philippines",14.6014932,121.0525728
